url,domain,scrape_status,word_count,h1_count,h2_count,h3_count,num_headings,num_paragraphs,num_lists,num_images,num_links,has_faq,has_definition,has_stats,has_numbers,has_quotes,has_author,has_date,has_schema,has_og_tags,has_meta_description,meta_desc_length,title_length,page_size_kb
https://www.vtiger.com/crm/choosing-a-crm/,www.vtiger.com,success,3401.0,1.0,9.0,28.0,38.0,86.0,11.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,178.0,73.0,170.146484375
https://www.waveapps.com/accounting/freelancers,www.waveapps.com,success,2776.0,2.0,19.0,45.0,66.0,72.0,0.0,92.0,94.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,154.0,52.0,190.9365234375
https://zapier.com/blog/accounting-bookkeeping-software-freelance/,zapier.com,success,5025.0,1.0,15.0,18.0,34.0,201.0,34.0,39.0,114.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.0,44.0,764.3955078125
https://www.nerdwallet.com/business/software/best/freelancer-accounting-software,www.nerdwallet.com,success,4825.0,0.0,17.0,12.0,29.0,94.0,33.0,51.0,78.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,216.0,65.0,751.8193359375
https://technologyadvice.com/blog/accounting/best-self-employed-accounting-software/,technologyadvice.com,success,3582.0,1.0,6.0,39.0,46.0,167.0,36.0,13.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,142.0,68.0,403.458984375
https://www.deel.com/blog/best-bookkeeping-software-for-freelancers/,www.deel.com,success,1709.0,1.0,8.0,0.0,9.0,112.0,6.0,37.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,171.0,69.0,660.095703125
https://www.emailtooltester.com/en/blog/free-email-marketing-services/,www.emailtooltester.com,success,7936.0,0.0,9.0,20.0,29.0,195.0,20.0,52.0,173.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,135.0,50.0,308.259765625
https://mailtrap.io/blog/email-marketing-platforms-for-startups/,mailtrap.io,success,6807.0,1.0,22.0,16.0,39.0,179.0,40.0,47.0,140.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,141.0,53.0,504.705078125
https://zapier.com/blog/free-email-marketing-software/,zapier.com,success,3982.0,1.0,16.0,11.0,28.0,215.0,26.0,19.0,114.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0,57.0,1202.892578125
https://www.lendio.com/guides/email-marketing-platforms,www.lendio.com,success,5789.0,0.0,7.0,48.0,55.0,242.0,4.0,10.0,74.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,129.0,49.0,233.9169921875
https://www.salesforce.com/marketing/email/best-email-marketing-platform/small-business/,www.salesforce.com,success,2451.0,0.0,0.0,8.0,8.0,43.0,7.0,4.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,69.0,266.2763671875
https://moosend.com/blog/email-marketing-software-for-small-business/,moosend.com,success,4271.0,1.0,19.0,49.0,69.0,123.0,39.0,63.0,159.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,131.0,60.0,248.412109375
https://thedigitalprojectmanager.com/tools/collaboration-tools-for-remote-teams/,thedigitalprojectmanager.com,success,6208.0,0.0,9.0,22.0,31.0,142.0,58.0,31.0,151.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,126.0,52.0,575.505859375
https://www.wrike.com/collaborative-work-guide/best-collaboration-tools-software/,www.wrike.com,success,10500.0,1.0,8.0,27.0,36.0,321.0,95.0,34.0,102.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,153.0,70.0,1515.921875
https://slack.com/blog/collaboration/top-collaboration-tools-remote-work,slack.com,success,1143.0,0.0,5.0,11.0,16.0,27.0,2.0,3.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.0,47.0,156.001953125
https://www.splashtop.com/blog/remote-collaboration,www.splashtop.com,success,3738.0,1.0,9.0,32.0,42.0,70.0,2.0,18.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,156.0,60.0,366.732421875
https://vibe.us/blog/remote-collaboration-tools/?srsltid=AfmBOopBwEVisVjqjqhxs4hMb7daHZI-jr4TbcjXX1n63N-f55HoDF7i,vibe.us,success,3230.0,1.0,8.0,20.0,29.0,57.0,5.0,21.0,89.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.0,74.0,216.359375
https://www.larksuite.com/en_us/blog/best-remote-collaboration-tools,www.larksuite.com,success,4892.0,1.0,7.0,27.0,35.0,128.0,55.0,126.0,434.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,136.0,61.0,504.4970703125
https://reclaim.ai/blog/collaboration-platforms,reclaim.ai,success,5621.0,1.0,18.0,78.0,97.0,91.0,40.0,99.0,320.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,170.0,66.0,294.544921875
https://www.zoho.com/us/invoice/,www.zoho.com,success,1166.0,1.0,8.0,28.0,37.0,28.0,7.0,112.0,65.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,162.0,59.0,211.73828125
https://squareup.com/us/en/invoices,squareup.com,success,1977.0,0.0,11.0,9.0,20.0,111.0,3.0,52.0,42.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,126.0,32.0,2118.66796875
https://mercury.com/blog/best-invoicing-software-for-startups-small-businesses,mercury.com,success,1947.0,1.0,11.0,22.0,34.0,58.0,10.0,5.0,63.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,65.0,1346.8564453125
https://www.waveapps.com/invoicing,www.waveapps.com,success,1800.0,1.0,9.0,33.0,43.0,52.0,3.0,45.0,58.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,151.0,59.0,148.716796875
https://www.cnbc.com/select/best-invoicing-software-for-small-businesses/,www.cnbc.com,success,1877.0,0.0,14.0,8.0,22.0,34.0,18.0,8.0,98.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,61.0,768.3369140625
https://invoiceninja.com/,invoiceninja.com,success,946.0,1.0,7.0,18.0,26.0,38.0,8.0,2.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,58.0,147.244140625
https://invoicely.com/,invoicely.com,success,426.0,9.0,1.0,1.0,11.0,8.0,11.0,22.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,148.0,54.0,41.1279296875
https://www.salesforce.com/blog/small-business/help-desk-software-startups/,www.salesforce.com,success,2867.0,0.0,13.0,14.0,27.0,42.0,18.0,37.0,118.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,135.0,53.0,208.9697265625
https://www.helpdesk.com/industries/startups-help-desk/,www.helpdesk.com,success,2097.0,1.0,10.0,18.0,29.0,38.0,3.0,24.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,134.0,58.0,124.91796875
https://www.getmacha.com/blog/best-help-desk-for-startups,www.getmacha.com,success,4856.0,1.0,9.0,13.0,23.0,167.0,11.0,60.0,45.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,197.0,52.0,205.5966796875
https://crisp.chat/en/blog/best-9-helpdesk-ticketing-system/,crisp.chat,success,2955.0,0.0,8.0,13.0,21.0,105.0,37.0,47.0,85.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,192.0,63.0,352.146484375
https://unthread.io/blog/help-desk-software-startups/,unthread.io,success,2350.0,0.0,18.0,53.0,71.0,56.0,18.0,3.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,155.0,44.0,47.9970703125
https://help-desk-migration.com/the-best-help-desk-for-startups/,help-desk-migration.com,success,2052.0,1.0,3.0,5.0,9.0,46.0,3.0,11.0,53.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,65.0,142.255859375
https://www.bolddesk.com/startups,www.bolddesk.com,success,597.0,1.0,6.0,0.0,7.0,21.0,6.0,9.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,137.0,52.0,638.537109375
https://www.donkey.support/blog/best-small-business-help-desk-software,www.donkey.support,success,2198.0,1.0,11.0,7.0,19.0,23.0,8.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,160.0,60.0,118.5966796875
https://www.xurrent.com/blog/best-help-desk-solutions,www.xurrent.com,success,1002.0,1.0,1.0,31.0,33.0,44.0,1.0,44.0,93.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,67.0,172.2275390625
https://zapier.com/blog/best-ecommerce-shopping-cart-software/,zapier.com,success,6136.0,1.0,14.0,7.0,22.0,202.0,21.0,17.0,137.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.0,55.0,1100.279296875
https://www.bigcommerce.com/articles/ecommerce/ecommerce-platforms/,www.bigcommerce.com,success,6620.0,1.0,7.0,38.0,46.0,440.0,71.0,7.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137.0,54.0,712.826171875
https://www.mrpeasy.com/blog/best-ecommerce-platforms/,www.mrpeasy.com,success,4530.0,1.0,16.0,33.0,50.0,96.0,18.0,15.0,55.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,135.0,59.0,133.744140625
https://businesswith.com/e-commerce-platform/,businesswith.com,success,5005.0,0.0,5.0,1.0,6.0,213.0,1.0,254.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,106.0,51.0,635.6923828125
https://technologyadvice.com/blog/sales/best-ecommerce-platforms/,technologyadvice.com,success,12260.0,1.0,5.0,63.0,69.0,351.0,61.0,48.0,69.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,133.0,51.0,741.33203125
https://elementor.com/blog/best-ecommerce-platforms/,elementor.com,success,5193.0,1.0,10.0,21.0,32.0,108.0,58.0,11.0,51.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,309.0,71.0,971.3310546875
https://my.clevelandclinic.org/health/diseases/4335-influenza-flu,my.clevelandclinic.org,success,2630.0,1.0,9.0,26.0,36.0,53.0,12.0,7.0,68.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,163.0,52.0,362.3740234375
https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/flu/,www.nhsinform.scot,success,1073.0,1.0,15.0,7.0,23.0,47.0,10.0,3.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,111.0,16.0,273.8017578125
https://www.nhs.uk/conditions/flu/,www.nhs.uk,success,800.0,1.0,7.0,6.0,14.0,33.0,7.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,93.0,11.0,42.662109375
https://www.osfhealthcare.org/services/specialties/primary-care/vaccines/flu,www.osfhealthcare.org,success,991.0,1.0,9.0,8.0,18.0,27.0,8.0,1.0,42.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,150.0,70.0,118.837890625
https://carrborofamilymedicine.net/recognize-flu-symptoms,carrborofamilymedicine.net,success,1489.0,1.0,3.0,4.0,8.0,26.0,2.0,15.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,128.0,35.0,175.052734375
https://www.healthline.com/health/influenza/what-to-do-first-sign,www.healthline.com,success,1634.0,1.0,6.0,4.0,11.0,23.0,21.0,18.0,140.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,184.0,50.0,436.8134765625
https://www.tylenol.com/adult-relief/cold-flu/cold-or-flu,www.tylenol.com,success,1724.0,1.0,10.0,16.0,27.0,111.0,6.0,13.0,30.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,169.0,61.0,652.251953125
https://www.nm.org/healthbeat/healthy-tips/foods-that-can-lower-your-blood-pressure-naturally,www.nm.org,success,1874.0,2.0,3.0,7.0,12.0,32.0,12.0,10.0,28.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,132.0,74.0,100.947265625
https://healthcare.utah.edu/cardiovascular/conditions/hypertension/how-to-lower-high-blood-pressure,healthcare.utah.edu,success,1671.0,2.0,6.0,40.0,48.0,58.0,9.0,34.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,138.0244140625
https://www.ncoa.org/article/10-foods-that-help-lower-blood-pressure-naturally/,www.ncoa.org,success,1652.0,0.0,10.0,7.0,17.0,26.0,5.0,4.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,146.0,61.0,157.556640625
https://www.healthline.com/nutrition/17-tips-to-sleep-better,www.healthline.com,success,2679.0,1.0,17.0,6.0,24.0,68.0,18.0,17.0,215.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,124.0,35.0,488.6806640625
https://www.nhs.uk/every-mind-matters/mental-wellbeing-tips/how-to-fall-asleep-faster-and-sleep-better/,www.nhs.uk,success,848.0,1.0,6.0,13.0,20.0,29.0,3.0,11.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,137.0,62.0,54.3603515625
https://www.health.harvard.edu/newsletter_article/8-secrets-to-a-good-nights-sleep,www.health.harvard.edu,success,1618.0,0.0,12.0,4.0,16.0,51.0,1.0,30.0,39.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,50.0,193.9365234375
https://health.clevelandclinic.org/how-to-get-better-sleep,health.clevelandclinic.org,success,2550.0,1.0,5.0,24.0,30.0,76.0,1.0,30.0,136.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,152.0,32.0,401.0234375
https://www.healthhub.sg/well-being-and-lifestyle/personal-care/are-you-getting-quality-sleep,www.healthhub.sg,success,1273.0,1.0,9.0,1.0,11.0,35.0,9.0,9.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,215.0,31.0,164.4384765625
https://www.healthylongevity.clinic/blog/how-to-improve-sleep-quality,www.healthylongevity.clinic,success,5549.0,6.0,46.0,5.0,57.0,206.0,32.0,63.0,108.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,276.0,53.0,149.814453125
https://medlineplus.gov/healthysleep.html,medlineplus.gov,success,1667.0,1.0,21.0,10.0,32.0,22.0,29.0,26.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,165.0,27.0,124.650390625
https://www.health.harvard.edu/healthy-aging-and-longevity/how-to-boost-your-immune-system,www.health.harvard.edu,success,2134.0,0.0,12.0,4.0,16.0,57.0,1.0,31.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,185.0,48.0,188.0078125
https://www.brownhealth.org/be-well/foods-boost-your-immune-system,www.brownhealth.org,success,1391.0,1.0,7.0,8.0,16.0,13.0,3.0,8.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,58.0,59.0,113.52734375
https://www.mdanderson.org/cancerwise/6-simple-ways-to-boost-your-immune-system.h00-159781968.html,www.mdanderson.org,success,1215.0,1.0,7.0,9.0,17.0,39.0,3.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,110.0,58.0,161.04296875
https://pmc.ncbi.nlm.nih.gov/articles/PMC10630845/,pmc.ncbi.nlm.nih.gov,success,13463.0,1.0,22.0,31.0,54.0,59.0,6.0,30.0,521.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,251.0,78.0,283.1962890625
https://www.spirehealthcare.com/health-hub/specialties/lifestyle-management/10-foods-that-can-help-boost-your-immune-system/,www.spirehealthcare.com,success,1665.0,1.0,11.0,1.0,13.0,50.0,1.0,3.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,66.0,52.7236328125
https://www.zarbees.ie/articles/ways-to-support-immune-system,www.zarbees.ie,success,1129.0,1.0,9.0,1.0,11.0,40.0,3.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,151.0,52.0,212.5400390625
https://www.scripps.org/news_items/3239-why-do-i-get-frequent-headaches,www.scripps.org,success,1296.0,1.0,0.0,0.0,1.0,76.0,8.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,114.0,68.0,107.11328125
https://www.medicalnewstoday.com/articles/326091,www.medicalnewstoday.com,success,1695.0,1.0,4.0,10.0,15.0,54.0,19.0,4.0,135.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,161.0,50.0,305.2763671875
https://www.health.harvard.edu/diseases-and-conditions/top-7-reasons-you-have-a-headache,www.health.harvard.edu,success,1520.0,0.0,12.0,4.0,16.0,53.0,2.0,32.0,48.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,110.0,50.0,195.1103515625
https://piedmonthealth.org/what-causes-frequent-headaches/,piedmonthealth.org,success,664.0,1.0,6.0,0.0,7.0,17.0,4.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,152.0,57.0,189.90625
https://www.health.harvard.edu/heart-health/how-to-lower-your-cholesterol-without-drugs,www.health.harvard.edu,success,1429.0,0.0,9.0,3.0,12.0,48.0,0.0,30.0,43.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,236.0,55.0,190.541015625
https://www.bhf.org.uk/informationsupport/heart-matters-magazine/medical/cholesterol-lowering-alternatives,www.bhf.org.uk,success,1446.0,1.0,8.0,5.0,14.0,47.0,4.0,13.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,59.0,115.5322265625
https://www.nhs.uk/conditions/high-cholesterol/how-to-lower-your-cholesterol/,www.nhs.uk,success,367.0,1.0,2.0,4.0,7.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,90.0,56.0,34.146484375
https://pmc.ncbi.nlm.nih.gov/articles/PMC1312230/,pmc.ncbi.nlm.nih.gov,success,4939.0,1.0,15.0,5.0,21.0,32.0,6.0,27.0,139.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,248.0,92.0,144.3837890625
https://coscardiology.com/how-to-reduce-cholesterol-naturally/,coscardiology.com,success,1380.0,1.0,12.0,9.0,22.0,52.0,28.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,141.0,65.0,225.7080078125
https://medlineplus.gov/howtolowercholesterolwithdiet.html,medlineplus.gov,success,1382.0,1.0,9.0,3.0,13.0,19.0,8.0,7.0,78.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,147.0,47.0,73.134765625
https://health.clevelandclinic.org/how-to-lower-cholesterol,health.clevelandclinic.org,success,1825.0,1.0,7.0,19.0,27.0,60.0,3.0,30.0,111.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,141.0,27.0,364.55078125
https://www.health.harvard.edu/diet-and-nutrition/best-vitamins-and-minerals-for-energy,www.health.harvard.edu,success,1476.0,0.0,5.0,7.0,12.0,55.0,0.0,30.0,49.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0,54.0,191.126953125
https://www.joinmidi.com/post/vitamins-for-energy-for-women,www.joinmidi.com,success,4076.0,1.0,12.0,13.0,26.0,93.0,10.0,10.0,40.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,162.0,58.0,378.041015625
https://www.webmd.com/sleep-disorders/supplements-and-energy-what-to-know,www.webmd.com,success,1959.0,0.0,10.0,3.0,13.0,43.0,8.0,19.0,136.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,136.0,36.0,660.7373046875
https://www.oakstreethealth.com/8-minerals-and-vitamins-for-energy-2361500,www.oakstreethealth.com,success,2325.0,1.0,15.0,16.0,32.0,45.0,18.0,30.0,71.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,168.0,54.0,204.064453125
https://www.lifeextension.com/wellness/supplements/10-vitamins-and-supplements-for-energy?srsltid=AfmBOorWsVqqFf0vflbu5M2NNoN-p426yYig7NkiI3HUMj5rSnrQnISF,www.lifeextension.com,success,3684.0,1.0,23.0,42.0,66.0,52.0,17.0,21.0,66.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,57.0,183.2578125
https://www.ulta.com/discover/beauty-education/best-vitamins-for-energy,www.ulta.com,success,2443.0,1.0,1.0,22.0,24.0,56.0,0.0,7.0,21.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.0,55.0,1251.0341796875
https://health.clevelandclinic.org/how-to-manage-spring-allergies,health.clevelandclinic.org,success,2018.0,1.0,6.0,22.0,29.0,66.0,3.0,30.0,118.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,146.0,25.0,376.958984375
https://www.cbwchc.org/news/guide-to-managing-seasonal-allergies,www.cbwchc.org,success,1903.0,1.0,16.0,13.0,30.0,40.0,9.0,20.0,76.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,154.0,48.0,140.212890625
https://www.colorado.edu/studentlife/summer-allergies,www.colorado.edu,success,787.0,1.0,7.0,7.0,15.0,24.0,33.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,203.0,95.0,31.212890625
https://www.zyrtec.com/allergy-guide/understanding-allergies/treatment/what-helps-with-allergies-at-home,www.zyrtec.com,success,1398.0,1.0,12.0,10.0,23.0,52.0,2.0,19.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,157.0,59.0,514.134765625
